channel group,Enggaged session,Engagement sessions per user,Engagement  Rate,Average Engagment time per session,Event per session,Bouns Rate,Event count,DateHour,sessions,Users,hours
Organic Search,2024042610,42,53,28,55.09433962,0.666666667,3.849056604,,204,55.2,
Organic Search,2024042620,42,47,33,60.46808511,0.785714286,5.893617021,,277,30.08,
Organic Search,2024042721,42,48,33,35.91666667,0.785714286,3.666666667,,176,64.21,
Organic Search,2024043016,42,52,29,42.25,0.69047619,3.826923077,,199,71.77,
Organic Social,2024041202,42,56,22,39.89285714,0.523809524,4.482142857,,251,33,
Organic Social,2024041205,42,47,28,18.74468085,0.666666667,4.191489362,,197,25.74,
Organic Social,2024041308,42,55,27,57.72727273,0.642857143,3.763636364,,207,21.42,
Organic Social,2024041902,42,61,19,57.31147541,0.452380952,3.524590164,,215,58.52,
Organic Social,2024042300,42,60,34,60.71666667,0.80952381,7.216666667,,433,56.43,
Organic Social,2024042507,42,55,26,49.4,0.619047619,4.6,,253,52.8,
Organic Social,2024042601,42,54,33,211.537037,0.785714286,5.166666667,,279,33.92,
Organic Social,2024050207,42,52,37,41.61538462,0.880952381,4.807692308,,250,43.45,
Referral,2024040615,42,45,31,90.02222222,0.738095238,5.4,,243,55.67,
Referral,2024040620,42,51,34,90.11764706,0.80952381,6.823529412,,348,49.81,
Referral,2024040809,42,47,35,61.17021277,0.833333333,5.255319149,,247,79.27,
Referral,2024041411,42,46,30,71.10869565,0.714285714,6.847826087,,315,28.19,
Referral,2024041418,42,47,33,108,0.785714286,5.617021277,,264,61.71,
Referral,2024041422,42,54,35,76.37037037,0.833333333,6.703703704,,362,44.26,
Referral,2024042018,42,47,34,70.10638298,0.80952381,5.765957447,,271,45.69,
Referral,2024042111,42,46,37,89.67391304,0.880952381,6.369565217,,293,63.06,
Referral,2024042118,42,47,33,75.95744681,0.785714286,5.106382979,,240,61.55,
Referral,2024042710,42,47,34,173.4042553,0.80952381,10.59574468,,498,79.48,
Referral,2024042715,42,49,33,64.14285714,0.785714286,5.959183673,,292,27.7,
Referral,2024042721,42,48,27,53.33333333,0.642857143,5,,240,26.25,
Referral,2024042909,42,50,37,50.28,0.880952381,5.86,,293,63.46,
Direct,2024040618,41,55,23,43.07272727,0.56097561,4.363636364,,240,54.7,
Direct,2024040711,41,55,25,24.29090909,0.609756098,3.181818182,,175,36.45,
Direct,2024040716,41,47,23,62.87234043,0.56097561,5.446808511,,256,24.77,
Direct,2024040913,41,53,24,51.0754717,0.585365854,3.547169811,,188,25.14,
Direct,2024041020,41,55,19,20.16363636,0.463414634,3.018181818,,166,73.65,
Direct,2024041112,41,52,27,64.05769231,0.658536585,3.903846154,,203,31.51,
Direct,2024041310,41,45,22,23.86666667,0.536585366,3.644444444,,164,39.4,
Direct,2024041414,41,58,24,34.13793103,0.585365854,4.827586207,,280,33.6,
Direct,2024041609,41,52,28,37.17307692,0.682926829,4.326923077,,225,41.3,
Direct,2024041617,41,49,19,47.85714286,0.463414634,4.816326531,,236,24.17,
Direct,2024041708,41,50,25,66.16,0.609756098,5.88,,294,51.14,
Direct,2024041908,41,50,29,39.74,0.707317073,4.56,,228,24.06,
Direct,2024042010,41,55,32,49.98181818,0.780487805,4.345454545,,239,68.02,
Direct,2024042014,41,51,26,48.31372549,0.634146341,3.862745098,,197,34.02,
Direct,2024042015,41,50,27,53.64,0.658536585,3.88,,194,52.4,
Direct,2024042021,41,54,22,46.22222222,0.536585366,4.351851852,,235,72.8,
Direct,2024042417,41,53,19,13.58490566,0.463414634,3.433962264,,182,59.05,
Direct,2024042509,41,52,28,52.48076923,0.682926829,4.134615385,,215,51.98,
Direct,2024042614,41,46,24,50.93478261,0.585365854,4.695652174,,216,39.46,
Direct,2024042811,41,48,21,27.8125,0.512195122,3.5625,,171,39.98,
Direct,2024042815,41,53,22,21.73584906,0.536585366,3.924528302,,208,60.17,
Direct,2024042817,41,57,24,63.57894737,0.585365854,4.49122807,,256,79.65,
Organic Search,2024041001,41,47,23,29.57446809,0.56097561,3.404255319,,160,59.71,
Organic Search,2024041409,41,47,30,73.21276596,0.731707317,5.638297872,,265,53.47,
Organic Search,2024042020,41,50,28,62.4,0.682926829,5.96,,298,63.84,
Organic Search,2024042113,41,48,29,51.20833333,0.707317073,3.9375,,189,47.91,
Organic Search,2024042119,41,56,28,51.57142857,0.682926829,3.821428571,,214,23.61,
Organic Search,2024042317,41,49,30,72.3877551,0.731707317,4.653061224,,228,53.74,
Organic Search,2024042717,41,48,29,25.89583333,0.707317073,3.8125,,183,77.46,
Organic Search,2024042815,41,48,24,58.3125,0.585365854,4.375,,210,30.52,
Organic Search,2024050323,41,47,31,55.4893617,0.756097561,5.106382979,,240,61.4,
Organic Social,2024042807,41,54,29,31.57407407,0.707317073,4.185185185,,226,32.06,
Organic Social,2024050108,41,55,25,59.03636364,0.609756098,4.472727273,,246,52.15,
Referral,2024040700,41,47,29,107.1276596,0.707317073,5.744680851,,270,25.8,
Referral,2024041023,41,43,30,101.7209302,0.731707317,5.697674419,,245,47.02,
Referral,2024041100,41,53,33,198.4339623,0.804878049,5.962264151,,316,65.37,
Referral,2024041101,41,46,32,94.52173913,0.780487805,5.326086957,,245,40.85,
Referral,2024041116,41,52,30,79.92307692,0.731707317,5.288461538,,275,59.89,
Referral,2024041311,41,51,39,133.5686275,0.951219512,7.117647059,,363,67.73,
Referral,2024041414,41,48,32,119.7291667,0.780487805,6,,288,75.63,
Referral,2024041917,41,49,33,82.67346939,0.804878049,4.244897959,,208,34.08,
Referral,2024042013,41,46,28,68.13043478,0.682926829,6.065217391,,279,43.96,
Referral,2024042115,41,53,32,83.1509434,0.780487805,5.79245283,,307,29.14,
Referral,2024042209,41,50,32,33.68,0.780487805,4.36,,218,79.55,
Direct,2024041808,40,52,26,40.36538462,0.65,4.980769231,,259,75.62,
Direct,2024041902,40,45,16,24.68888889,0.4,3.6,,162,52.4,
Direct,2024042114,40,52,22,26.78846154,0.55,3.634615385,,189,70.52,
Direct,2024042713,40,48,24,72.75,0.6,4.145833333,,199,51.26,
Direct,2024042719,40,52,17,27.59615385,0.425,3.884615385,,202,57.42,
Direct,2024042901,40,49,20,48.87755102,0.5,4.510204082,,221,25.35,
Direct,2024050110,40,54,19,42.27777778,0.475,4,,216,65.32,
Direct,2024050309,40,50,23,31.42,0.575,4.56,,228,27.66,
Organic Search,2024041009,40,48,33,55.5,0.825,3.645833333,,175,69.56,
Organic Search,2024041907,40,45,29,49.6,0.725,4.644444444,,209,66.92,
Organic Search,2024042115,40,56,29,36.39285714,0.725,4.071428571,,228,62.52,
Organic Search,2024042711,40,49,24,66.69387755,0.6,4.428571429,,217,22.17,
Organic Search,2024043017,40,47,21,40.76595745,0.525,3.425531915,,161,38.19,
Organic Search,2024043021,40,46,24,29.7173913,0.6,3.52173913,,162,35.79,
Organic Search,2024050317,40,44,29,55.54545455,0.725,5.204545455,,229,41.61,
Organic Social,2024040807,40,48,32,105.8125,0.8,7.291666667,,350,25.26,
Organic Social,2024040903,40,51,25,63.07843137,0.625,4.176470588,,213,76.22,
Organic Social,2024040907,40,54,24,56.40740741,0.6,4.981481481,,269,53.23,
Organic Social,2024040908,40,64,27,41.875,0.675,4.421875,,283,38.33,
Organic Social,2024041807,40,52,25,48.42307692,0.625,5.288461538,,275,43.82,
Organic Social,2024042402,40,54,27,30.90740741,0.675,4.166666667,,225,46.83,
Organic Social,2024042508,40,59,29,72.76271186,0.725,4.898305085,,289,56.04,
Organic Social,2024042709,40,56,29,39.33928571,0.725,4.767857143,,267,50.94,
Organic Social,2024042923,40,47,25,103.3404255,0.625,5.574468085,,262,75.16,
Referral,2024040910,40,50,37,104.82,0.925,5.8,,290,49.82,
Referral,2024041123,40,46,28,56.7826087,0.7,4.934782609,,227,79.53,
Referral,2024041200,40,52,32,162.4615385,0.8,6.615384615,,344,71.09,
Referral,2024041410,40,50,27,42.2,0.675,6.22,,311,32.51,
Referral,2024042723,40,44,31,141.8409091,0.775,7.045454545,,310,75.84,
Referral,2024042815,40,43,30,82.53488372,0.75,6.604651163,,284,26.98,
Referral,2024043000,40,49,30,109.8367347,0.75,5.530612245,,271,69.05,
Referral,2024043017,40,49,27,141.0204082,0.675,5.081632653,,249,42.84,
Referral,2024050301,40,41,29,118.2195122,0.725,7.731707317,,317,72.68,
Direct,2024040616,39,49,23,50.75510204,0.58974359,3.632653061,,178,72.08,
Direct,2024040907,39,44,16,29.47727273,0.41025641,4.204545455,,185,68.36,
Direct,2024041315,39,49,20,90.91836735,0.512820513,3.93877551,,193,67.4,
Direct,2024041410,39,48,17,46.625,0.435897436,4.5625,,219,38.28,
Direct,2024042202,39,46,26,34.63043478,0.666666667,4.043478261,,186,24.86,
Direct,2024042409,39,47,16,63.76595745,0.41025641,4.042553191,,190,44.18,
Direct,2024042609,39,50,23,42.54,0.58974359,3.62,,181,30.41,
Direct,2024042816,39,49,20,20.30612245,0.512820513,3.612244898,,177,61.7,
Direct,2024042818,39,49,20,19.34693878,0.512820513,4,,196,40.77,
Direct,2024042909,39,48,24,34.58333333,0.615384615,4.1875,,201,78.54,
Direct,2024043016,39,55,26,61.6,0.666666667,4.072727273,,224,58.46,
Direct,2024050200,39,57,23,32.96491228,0.58974359,3.543859649,,202,69.35,
Organic Search,2024040621,39,45,31,48.06666667,0.794871795,4.2,,189,27.95,
Organic Search,2024040714,39,44,29,98.43181818,0.743589744,3.931818182,,173,71.72,
Organic Search,2024040800,39,49,29,27.04081633,0.743589744,3.367346939,,165,75.37,
Organic Search,2024041000,39,54,30,28.37037037,0.769230769,3.740740741,,202,49.22,
Organic Search,2024041501,39,43,25,44,0.641025641,3.488372093,,150,56.38,
Organic Search,2024042323,39,44,23,49.77272727,0.58974359,4.590909091,,202,65.89,
Organic Search,2024042812,39,42,32,36.69047619,0.820512821,4.071428571,,171,30.49,
Organic Search,2024050112,39,46,29,26.08695652,0.743589744,4,,184,50.15,
Organic Search,2024050113,39,47,30,45.04255319,0.769230769,4.255319149,,200,43.92,
Organic Search,2024050117,39,47,29,41.9787234,0.743589744,3.531914894,,166,28.78,
Organic Social,2024040703,39,48,31,44.52083333,0.794871795,5.083333333,,244,42.05,
Organic Social,2024041005,39,48,20,52.39583333,0.512820513,5.083333333,,244,24.09,
Organic Social,2024042002,39,51,28,35.2745098,0.717948718,3.843137255,,196,21.55,
Organic Social,2024050202,39,45,37,95.04444444,0.948717949,6.577777778,,296,28.11,
Organic Social,2024050304,39,49,23,17.87755102,0.58974359,3.897959184,,191,77.79,
Referral,2024040713,39,47,28,50.04255319,0.717948718,4.872340426,,229,52.97,
Referral,2024041319,39,43,29,50.18604651,0.743589744,4.860465116,,209,77.95,
Referral,2024041517,39,52,29,61.5,0.743589744,4.865384615,,253,45.95,
Referral,2024041923,39,44,28,117.9772727,0.717948718,5.704545455,,251,38.71,
Referral,2024042112,39,43,27,27.23255814,0.692307692,4.325581395,,186,50.37,
Referral,2024042123,39,46,26,44.82608696,0.666666667,6.304347826,,290,46.37,
Referral,2024042614,39,50,30,58.8,0.769230769,4.92,,246,26.34,
Referral,2024042700,39,51,33,69.98039216,0.846153846,4.705882353,,240,58.45,
Referral,2024043007,39,48,31,74.04166667,0.794871795,4.104166667,,197,32.96,
Referral,2024050208,39,50,22,55,0.564102564,4.64,,232,57.18,
Referral,2024050223,39,45,27,59.04444444,0.692307692,5.066666667,,228,59.01,
Direct,2024040622,38,49,18,33.04081633,0.473684211,3.510204082,,172,29.12,
Direct,2024040623,38,47,16,43.55319149,0.421052632,4.319148936,,203,23.68,
Direct,2024040714,38,45,26,61.77777778,0.684210526,4.222222222,,190,66.85,
Direct,2024040919,38,48,25,47.125,0.657894737,4.0625,,195,47.59,
Direct,2024041008,38,50,23,66.1,0.605263158,3.8,,190,23.49,
Direct,2024041009,38,48,25,33.5625,0.657894737,3.854166667,,185,79.69,
Direct,2024041317,38,51,23,40.90196078,0.605263158,3.823529412,,195,23.47,
Direct,2024042017,38,50,26,31.34,0.684210526,4.18,,209,61.7,
Direct,2024042111,38,52,20,37.84615385,0.526315789,3.846153846,,200,79.02,
Direct,2024042410,38,50,25,43.86,0.657894737,3.86,,193,34.35,
Direct,2024043012,38,52,27,64.38461538,0.710526316,3.961538462,,206,28.53,
Direct,2024050100,38,50,20,55.54,0.526315789,3.56,,178,27.28,
Organic Search,2024040610,38,51,28,62.66666667,0.736842105,4.901960784,,250,38.2,
Organic Search,2024040622,38,48,23,55.14583333,0.605263158,3.3125,,159,26.06,
Organic Search,2024040712,38,45,27,58.75555556,0.710526316,4.266666667,,192,61.53,
Organic Search,2024040910,38,53,25,27.54716981,0.657894737,4.056603774,,215,23.74,
Organic Search,2024041116,38,42,25,34.0952381,0.657894737,3.595238095,,151,50.57,
Organic Search,2024041415,38,44,31,48.52272727,0.815789474,5.159090909,,227,79.8,
Organic Search,2024042017,38,46,24,35.43478261,0.631578947,4.043478261,,186,68.84,
Organic Search,2024042100,38,53,31,23.67924528,0.815789474,3.735849057,,198,56.91,
Organic Search,2024042110,38,48,26,23.29166667,0.684210526,3.645833333,,175,38.38,
Organic Search,2024042114,38,47,27,61.34042553,0.710526316,3.595744681,,169,57.43,
Organic Search,2024042416,38,49,24,32,0.631578947,4.897959184,,240,51.62,
Organic Search,2024042623,38,42,21,54.47619048,0.552631579,4.428571429,,186,45.57,
Organic Search,2024042712,38,47,26,30.78723404,0.684210526,3.446808511,,162,27.84,
Organic Search,2024050110,38,44,33,42.75,0.868421053,4.25,,187,73.2,
Organic Social,2024040704,38,43,23,53.76744186,0.605263158,5.930232558,,255,46.99,
Organic Social,2024041507,38,46,20,85.06521739,0.526315789,4.760869565,,219,31.68,
Organic Social,2024041603,38,52,25,69.75,0.657894737,4.519230769,,235,42.07,
Organic Social,2024042207,38,52,22,49.09615385,0.578947368,5.057692308,,263,44.85,
Organic Social,2024042302,38,46,33,72.30434783,0.868421053,6.369565217,,293,69.65,
Referral,2024040800,38,44,33,122.6818182,0.868421053,5.704545455,,251,64.02,
Referral,2024040909,38,45,29,72.24444444,0.763157895,5.4,,243,66.16,
Referral,2024041417,38,47,26,63.76595745,0.684210526,5.638297872,,265,20.66,
Referral,2024042116,38,42,30,104.8571429,0.789473684,5.714285714,,240,44.97,
Referral,2024042814,38,44,32,171.5227273,0.842105263,7.25,,319,48.88,
Referral,2024050323,38,44,27,60,0.710526316,5.204545455,,229,21.15,
Direct,2024041501,37,48,21,39,0.567567568,3.5,,168,35.59,
Direct,2024041607,37,45,21,43.88888889,0.567567568,3.622222222,,163,65.62,
Direct,2024042018,37,47,20,18.23404255,0.540540541,3.382978723,,159,28.23,
Direct,2024042722,37,51,18,34.1372549,0.486486486,3.941176471,,201,52.12,
Organic Search,2024041101,37,46,22,39.06521739,0.594594595,3.630434783,,167,32.91,
Organic Search,2024041109,37,44,23,34.22727273,0.621621622,3.568181818,,157,20.73,
Organic Search,2024041301,37,44,27,80.77272727,0.72972973,4.068181818,,179,34.47,
Organic Search,2024041309,37,42,27,38.88095238,0.72972973,6.69047619,,281,78.55,
Organic Search,2024041313,37,45,23,29.15555556,0.621621622,3.466666667,,156,68.09,
Organic Search,2024041800,37,52,24,37.90384615,0.648648649,3.980769231,,207,77.57,
Organic Search,2024042716,37,44,22,28.15909091,0.594594595,4.772727273,,210,49.27,
Organic Search,2024050123,37,40,24,61.25,0.648648649,4.45,,178,26.58,
Organic Search,2024050321,37,40,21,72.575,0.567567568,4.625,,185,52.88,
Organic Social,2024040603,37,51,26,56.49019608,0.702702703,4.31372549,,220,47.26,
Organic Social,2024041108,37,52,23,61.28846154,0.621621622,3.903846154,,203,70.66,
Organic Social,2024041203,37,52,24,28.28846154,0.648648649,3.480769231,,181,25.88,
Organic Social,2024042307,37,43,20,58.39534884,0.540540541,6.302325581,,271,49.29,
Organic Social,2024042802,37,51,26,31.58823529,0.702702703,4.254901961,,217,29,
Organic Social,2024042901,37,45,24,58,0.648648649,5.888888889,,265,39.48,
Referral,2024040614,37,41,29,52.36585366,0.783783784,5.073170732,,208,64.24,
Referral,2024040710,37,42,32,66.04761905,0.864864865,5.666666667,,238,48.56,
Referral,2024041415,37,41,29,90.43902439,0.783783784,5.585365854,,229,42.55,
Referral,2024041423,37,44,27,91.68181818,0.72972973,6.727272727,,296,43.67,
Referral,2024041600,37,52,28,85.17307692,0.756756757,7.769230769,,404,47.57,
Referral,2024041609,37,41,33,86.80487805,0.891891892,5.024390244,,206,67.1,
Referral,2024041813,37,45,25,104,0.675675676,5.822222222,,262,73.53,
Referral,2024042014,37,41,27,72.92682927,0.72972973,7.024390244,,288,77.32,
Referral,2024042400,37,42,29,169.9761905,0.783783784,7.428571429,,312,67.21,
Referral,2024042409,37,46,33,69.84782609,0.891891892,5.826086957,,268,38.92,
Referral,2024042811,37,46,31,68.43478261,0.837837838,6.369565217,,293,61.29,
Referral,2024042813,37,46,33,60.2173913,0.891891892,4.869565217,,224,46.26,
Referral,2024042816,37,42,31,126.6904762,0.837837838,6.80952381,,286,35.28,
Referral,2024042823,37,43,24,66.39534884,0.648648649,5.069767442,,218,70.45,
Referral,2024050108,37,40,33,61.075,0.891891892,6.275,,251,22.31,
Direct,2024040710,36,44,22,26.38636364,0.611111111,5.25,,231,74.11,
Direct,2024040909,36,45,20,42.51111111,0.555555556,5.066666667,,228,47.69,
Direct,2024040912,36,50,18,23,0.5,3.6,,180,58.23,
Direct,2024041100,36,41,23,79.90243902,0.638888889,4.804878049,,197,59.56,
Direct,2024041109,36,48,20,20.0625,0.555555556,3.354166667,,161,73.71,
Direct,2024041413,36,47,19,37.68085106,0.527777778,3.978723404,,187,58.2,
Direct,2024041707,36,48,17,23.14583333,0.472222222,3.6875,,177,56.84,
Direct,2024042301,36,46,20,53.67391304,0.555555556,4.913043478,,226,24,
Direct,2024042321,36,47,23,65.10638298,0.638888889,4.829787234,,227,51.1,
Direct,2024042603,36,46,25,57.5,0.694444444,3.782608696,,174,29.01,
Direct,2024050308,36,43,15,9.325581395,0.416666667,3.441860465,,148,64.25,
Direct,2024050311,36,47,21,23.80851064,0.583333333,4,,188,50.73,
Organic Search,2024041110,36,48,24,53.08333333,0.666666667,3.395833333,,163,60.81,
Organic Search,2024041208,36,44,26,47.09090909,0.722222222,3.75,,165,22.5,
Organic Search,2024042023,36,43,22,44.23255814,0.611111111,4.581395349,,197,25.09,
Organic Search,2024042209,36,49,24,37.71428571,0.666666667,3.408163265,,167,62.98,
Organic Search,2024042600,36,46,23,64.34782609,0.638888889,4.043478261,,186,24.33,
Organic Search,2024042813,36,41,24,96.90243902,0.666666667,4.585365854,,188,24.28,
Organic Search,2024042900,36,47,26,31.55319149,0.722222222,3.595744681,,169,20.73,
Organic Search,2024042909,36,44,22,43.5,0.611111111,4.113636364,,181,77.39,
Organic Search,2024050111,36,40,24,43.6,0.666666667,3.65,,146,64.25,
Organic Search,2024050121,36,43,27,35.04651163,0.75,4.093023256,,176,41.2,
Organic Search,2024050320,36,37,25,51.13513514,0.694444444,4.756756757,,176,37.79,
Organic Social,2024041504,36,45,23,54.84444444,0.638888889,4.8,,216,40.98,
Organic Social,2024042404,36,42,26,42.07142857,0.722222222,4.69047619,,197,66.48,
Organic Social,2024042502,36,52,23,36.55769231,0.638888889,3.538461538,,184,59.68,
Organic Social,2024042905,36,45,28,34.86666667,0.777777778,5.488888889,,247,31.11,
Organic Social,2024050103,36,43,19,40.09302326,0.527777778,4.069767442,,175,30.45,
Referral,2024041009,36,44,29,75.13636364,0.805555556,4.75,,209,25.9,
Referral,2024041315,36,40,27,74.325,0.75,5.425,,217,59.62,
Referral,2024042114,36,40,30,61.1,0.833333333,5,,200,65.86,
Referral,2024042401,36,43,26,97.1627907,0.722222222,5.186046512,,223,35.9,
Referral,2024050200,36,48,28,106.6458333,0.777777778,6.479166667,,311,21.26,
Direct,2024040615,35,42,20,41.07142857,0.571428571,4.857142857,,204,24.93,
Direct,2024041105,35,36,24,51.19444444,0.685714286,4.611111111,,166,78.07,
Direct,2024041606,35,42,24,55.88095238,0.685714286,3.761904762,,158,37.73,
Direct,2024042117,35,44,17,16.72727273,0.485714286,3.318181818,,146,66.15,
Direct,2024042200,35,48,19,45.52083333,0.542857143,4.083333333,,196,57.48,
Direct,2024042209,35,42,22,67.04761905,0.628571429,4.571428571,,192,42.92,
Direct,2024042510,35,47,20,58.57446809,0.571428571,4.127659574,,194,32.34,
Direct,2024042701,35,42,19,91.26190476,0.542857143,4.5,,189,27.28,
Direct,2024042715,35,46,18,33.23913043,0.514285714,4.543478261,,209,56.9,
Organic Search,2024040909,35,42,24,29.38095238,0.685714286,3.5,,147,66.48,
Organic Search,2024041908,35,45,28,31.97777778,0.8,3.6,,162,58.63,
Organic Search,2024042400,35,48,24,57.10416667,0.685714286,3.958333333,,190,51.82,
Organic Search,2024042823,35,40,20,47.125,0.571428571,4.025,,161,22.52,
Organic Search,2024043009,35,44,30,52.86363636,0.857142857,5.068181818,,223,78.11,
Organic Search,2024050322,35,44,22,31.06818182,0.628571429,3.886363636,,171,67.92,
Organic Social,2024041006,35,51,20,22.54901961,0.571428571,4.254901961,,217,37.57,
Organic Social,2024041704,35,48,24,78.29166667,0.685714286,4.583333333,,220,78.8,
Referral,2024040623,35,42,24,44.88095238,0.685714286,4.619047619,,194,56.11,
Referral,2024040816,35,39,28,92.94871795,0.8,7.153846154,,279,54.95,
Referral,2024041000,35,44,30,87.36363636,0.857142857,6.454545455,,284,64.88,
Referral,2024041900,35,42,24,64.21428571,0.685714286,5.142857143,,216,68.71,
Referral,2024042017,35,37,24,54.18918919,0.685714286,4.324324324,,160,59.39,
Referral,2024042023,35,41,25,55,0.714285714,5.536585366,,227,27.69,
Referral,2024042509,35,44,28,60.84090909,0.8,5.204545455,,229,40.3,
Referral,2024042719,35,41,27,177.5609756,0.771428571,7.926829268,,325,75.69,
Direct,2024040617,34,43,18,39.81395349,0.529411765,4.651162791,,200,33.48,
Direct,2024040902,34,44,25,57.09090909,0.735294118,4.318181818,,190,42.33,
Direct,2024041115,34,40,20,54.75,0.588235294,4.6,,184,45.92,
Direct,2024041309,34,43,19,46.27906977,0.558823529,3.88372093,,167,46.36,
Direct,2024041502,34,37,17,39.7027027,0.5,6.459459459,,239,56.78,
Direct,2024041706,34,42,13,19.28571429,0.382352941,3.285714286,,138,76.58,
Direct,2024041807,34,39,18,43.61538462,0.529411765,4.256410256,,166,34.44,
Direct,2024041901,34,44,22,19.79545455,0.647058824,3.159090909,,139,27.29,
Direct,2024042116,34,46,15,20.39130435,0.441176471,3.565217391,,164,31.85,
Direct,2024042408,34,43,23,77.8372093,0.676470588,4.325581395,,186,73.22,
Direct,2024042716,34,39,16,30.64102564,0.470588235,4.025641026,,157,58.75,
Direct,2024050208,34,42,21,93.42857143,0.617647059,4.738095238,,199,37.15,
Direct,2024050210,34,49,22,37.06122449,0.647058824,3.734693878,,183,68.96,
Organic Search,2024041410,34,42,20,32.80952381,0.588235294,3.595238095,,151,71.68,
Organic Search,2024041500,34,41,27,22.04878049,0.794117647,3.512195122,,144,70.79,
Organic Search,2024042012,34,40,25,64.075,0.735294118,3.55,,142,75.14,
Organic Search,2024042116,34,47,29,34.85106383,0.852941176,4.063829787,,191,35.13,
Organic Search,2024042408,34,38,23,39.36842105,0.676470588,4.421052632,,168,65.3,
Organic Search,2024042500,34,42,23,38.85714286,0.676470588,3.833333333,,161,47.63,
Organic Search,2024042719,34,41,21,64.43902439,0.617647059,4.487804878,,184,70.52,
Organic Search,2024050200,34,43,23,34.3255814,0.676470588,3.604651163,,155,63.71,
Organic Social,2024040803,34,37,21,27.48648649,0.617647059,4.081081081,,151,66.59,
Organic Social,2024041606,34,45,24,43.8,0.705882353,4.355555556,,196,59.37,
Organic Social,2024042007,34,52,24,30.88461538,0.705882353,4.846153846,,252,30.65,
Organic Social,2024042306,34,41,26,31.31707317,0.764705882,5.146341463,,211,52.7,
Organic Social,2024042702,34,55,23,50.58181818,0.676470588,5.309090909,,292,79.08,
Referral,2024040616,34,37,27,72.08108108,0.794117647,6.324324324,,234,76.24,
Referral,2024040901,34,41,26,59.29268293,0.764705882,8.292682927,,340,22.59,
Referral,2024040902,34,38,26,82.55263158,0.764705882,6.605263158,,251,29.89,
Referral,2024041207,34,37,25,64.56756757,0.735294118,6.621621622,,245,27.9,
Referral,2024041209,34,39,26,74.94871795,0.764705882,5.282051282,,206,63.56,
Referral,2024041320,34,44,33,45.27272727,0.970588235,4.863636364,,214,69.07,
Referral,2024041401,34,40,25,69.025,0.735294118,5.9,,236,32.81,
Referral,2024041421,34,38,26,42.42105263,0.764705882,4.868421053,,185,50.35,
Referral,2024041918,34,40,26,85.425,0.764705882,6.825,,273,70.44,
Referral,2024042600,34,43,23,110.5348837,0.676470588,4.953488372,,213,63.97,
Referral,2024042900,34,41,21,118.0731707,0.617647059,4.829268293,,198,52.53,
Direct,2024041201,33,45,19,15.15555556,0.575757576,3.866666667,,174,55.42,
Direct,2024041314,33,48,17,31.20833333,0.515151515,3.291666667,,158,50.5,
Direct,2024041407,33,39,20,26.87179487,0.606060606,3.948717949,,154,37.85,
Direct,2024041803,33,40,17,10.675,0.515151515,3.075,,123,53.9,
Direct,2024042714,33,42,25,94.45238095,0.757575758,4.928571429,,207,61.33,
Direct,2024050108,33,38,18,29.07894737,0.545454545,3.605263158,,137,72.4,
Direct,2024050109,33,43,23,43.95348837,0.696969697,4.23255814,,182,58.18,
Direct,2024050302,33,42,18,15.95238095,0.545454545,3.595238095,,151,65.67,
Organic Search,2024040623,33,38,22,60.07894737,0.666666667,4.736842105,,180,29.6,
Organic Search,2024041701,33,48,24,14.04166667,0.727272727,3.083333333,,148,47.69,
Organic Search,2024041709,33,39,24,34.15384615,0.727272727,3.538461538,,138,20.56,
Organic Search,2024050109,33,40,24,28.975,0.727272727,4.25,,170,34.8,
Organic Search,2024050209,33,44,27,85.27272727,0.818181818,3.659090909,,161,63.59,
Organic Search,2024050309,33,37,16,35.56756757,0.484848485,3.72972973,,138,79.51,
Organic Social,2024040802,33,42,25,36.57142857,0.757575758,4.69047619,,197,25.95,
Organic Social,2024041003,33,52,20,32.05769231,0.606060606,3.346153846,,174,44.09,
Organic Social,2024041806,33,47,19,27.4893617,0.575757576,3.489361702,,164,68,
Organic Social,2024042004,33,44,18,36.59090909,0.545454545,5.25,,231,32.24,
Organic Social,2024042101,33,44,21,47.27272727,0.636363636,4.272727273,,188,53.31,
Organic Social,2024042406,33,37,25,44.7027027,0.757575758,5.351351351,,198,63.98,
Organic Social,2024042607,33,42,28,29.88095238,0.848484848,4.452380952,,187,56.96,
Referral,2024040610,33,39,24,27.38461538,0.727272727,4.41025641,,172,31.28,
Referral,2024040618,33,36,24,72.08333333,0.727272727,6.083333333,,219,41.32,
Referral,2024040619,33,36,24,69.75,0.727272727,5.111111111,,184,67.03,
Referral,2024040907,33,34,25,106.3529412,0.757575758,7.382352941,,251,53.25,
Referral,2024041416,33,38,28,103.5789474,0.848484848,6.657894737,,253,20.31,
Referral,2024041523,33,38,28,157.3421053,0.848484848,7.631578947,,290,65.66,
Referral,2024041709,33,40,26,60.65,0.787878788,4.975,,199,22.12,
Referral,2024042009,33,38,28,107.8684211,0.848484848,5.894736842,,224,64.74,
Referral,2024042300,33,48,25,140.125,0.757575758,4.458333333,,214,32.15,
Referral,2024042818,33,37,24,56.48648649,0.727272727,5.351351351,,198,77.48,
Referral,2024050100,33,42,25,110.9761905,0.757575758,4.928571429,,207,42.08,
Direct,2024040809,32,41,17,69.87804878,0.53125,5.048780488,,207,39.62,
Direct,2024041007,32,43,20,31.44186047,0.625,3.790697674,,163,28.93,
Direct,2024041907,32,39,18,16.30769231,0.5625,3.58974359,,140,38.34,
